0	59672
0	1601
0	22305
0	113378
0	94748
0	114360
0	118345
0	9291
0	18456
1	12062
1	78148
1	36029
1	113646
1	36566
2	41632
2	8868
2	98900
2	89915
2	84795
2	55671
3	118107
3	93550
3	97986
3	103887
3	62530
4	49135
4	18454
4	101418
4	51606
5	80930
5	101859
5	79141
5	45036
5	11676
5	28316
5	121026
5	21798
6	40899
6	115774
6	14015
6	86645
6	58913
6	100223
6	68152
6	66071
6	36081
7	47749
8	103217
8	7068
8	34938
8	56265
8	67554
8	106717
8	50218
8	97268
9	123458
9	2671
9	66289
9	29553
9	43793
9	19993
9	59685
10	36704
10	84505
10	111343
11	22890
11	98883
11	6321
11	85143
11	76095
11	72572
11	35373
11	43744
12	70377
12	13397
12	28185
12	41868
12	29590
12	12871
12	118923
12	87714
13	21951
13	71744
13	17948
13	50656
14	48500
14	70377
14	99587
14	114653
14	73957
14	110294
15	12646
15	31371
15	83192
15	47630
15	77255
15	62861
15	99220
16	13707
16	6750
16	122226
16	93643
16	102993
16	64005
16	105025
17	19014
17	66030
17	61722
17	65057
18	12163
18	60589
18	55019
18	72900
19	48280
19	68044
20	28716
20	109361
20	73122
20	104210
20	84468
20	85870
20	91668
20	122555
20	12712
21	13214
21	33775
21	70562
21	59581
21	117513
22	26094
22	57868
22	115331
22	7081
22	80703
22	50839
22	95503
22	8651
23	19393
23	106720
23	19711
23	6263
23	10189
23	69283
23	15137
23	5501
24	65245
24	74101
24	107874
25	42358
25	94400
25	119667
25	104181
25	33467
25	111330
25	55630
26	102108
27	97472
27	102069
27	14160
27	41381
27	103547
27	105674
27	52818
27	122942
28	99409
28	50371
29	31618
29	68059
29	69976
29	27703
29	108632
29	52745
29	101302
29	6321
30	81850
30	84521
31	108067
31	22665
31	54257
32	91437
32	26243
32	64605
32	72364
32	98270
32	114828
32	21064
32	75998
33	104301
33	70585
33	122545
33	123596
33	52065
33	98708
33	83057
34	32501
34	60888
35	6812
36	83315
36	54961
36	51965
36	93509
36	120654
36	66027
36	56733
37	27819
37	48543
37	117409
37	106940
38	11416
38	84698
38	61872
39	71592
39	93785
40	71114
40	53871
40	80562
40	100847
40	101260
40	40720
40	105251
41	52424
41	92900
41	123347
41	58374
41	22254
41	8868
41	118333
42	22932
42	50840
42	835
42	100387
42	76628
42	58192
42	10112
42	40430
43	24174
43	90232
43	90569
43	76582
43	58066
43	80728
43	64983
44	106120
44	43460
44	78212
45	62317
46	4151
46	118290
46	86902
46	98751
46	19759
46	8651
46	75675
46	2584
47	104541
47	7081
47	76823
47	77627
47	123334
48	22469
48	6157
48	100573
48	107217
48	38761
48	76449
48	115331
49	69216
49	36016
49	77117
49	45549
49	23310
49	84700
49	68851
49	122975
50	35161
50	105287
50	2374
51	107775
52	1470
52	5478
52	34322
52	120671
52	65194
52	46515
52	1430
52	85215
53	59293
53	91142
53	82839
53	19910
53	31209
54	108236
54	19897
54	36230
54	76952
54	67896
54	66028
55	32839
55	67910
55	48375
55	116753
55	118237
55	64035
56	3041
56	75384
56	103253
56	87507
56	35134
56	62858
56	112755
57	9779
57	70679
57	110561
57	5677
57	110241
58	63768
58	36960
58	101434
59	98510
59	38973
59	27792
59	43669
59	117431
59	100866
60	42636
60	101658
60	50057
60	107171
60	66071
60	28535
61	12849
61	98849
61	70613
61	97173
61	4536
61	79645
61	33619
61	67512
62	3835
62	56391
62	60902
63	106035
63	98883
63	2112
63	24474
63	21629
63	86329
63	1059
64	98590
65	45507
65	68695
65	74733
65	60819
65	119694
65	83017
65	17606
65	24759
66	60288
66	109871
66	9694
66	49137
66	83505
66	74201
67	79999
67	113862
67	46710
67	14083
67	21572
67	111697
67	113114
67	6667
67	6318
68	6365
68	26960
69	23927
69	103081
69	28830
69	79598
69	115280
69	65825
69	66699
69	11614
69	105720
70	68401
71	47778
71	103547
71	112276
71	87912
71	41640
71	110735
72	33178
73	33941
73	95190
73	82706
73	22990
73	77572
73	16320
74	111319
74	34343
74	106027
74	58112
74	108472
74	23012
74	74595
75	52184
75	33513
75	112476
75	623
75	111581
75	83792
75	99587
75	15702
76	73722
76	64349
76	64638
76	97061
77	21218
77	5548
77	93256
77	89337
77	7361
77	100136
77	94969
77	91170
78	16615
78	12350
78	107359
78	66946
78	89608
78	42154
78	45080
78	118440
79	104544
79	104998
79	68373
79	8151
79	89187
80	10350
80	19970
80	82164
80	16159
80	41257
80	6263
80	42091
80	12639
80	3072
81	116130
81	106957
81	59022
81	90174
81	41945
81	109588
81	40571
81	6715
81	93823
82	21940
82	19389
82	23184
82	52915
82	70009
82	91052
83	78822
84	95187
84	78456
84	75499
84	80527
84	39152
84	28597
85	50430
85	45153
85	35323
85	84698
85	78658
86	53844
86	101898
86	26002
86	9504
87	107415
87	71802
87	94920
88	50594
88	89282
88	22557
88	90274
88	31413
88	56645
88	100876
89	37015
89	56415
89	77498
90	105356
90	97268
90	21104
90	106811
91	74663
91	45285
91	22173
91	77397
91	64707
92	1364
93	83078
93	62791
93	82930
93	63318
93	24280
93	108437
94	10255
94	21484
94	84082
94	62534
94	95207
94	84089
94	61806
94	70006
94	52416
95	3902
95	31617
95	48976
96	17551
96	17990
96	3685
96	31211
97	49704
97	100140
97	27920
97	84520
97	88231
97	35419
97	2306
98	77090
98	5462
98	75584
98	103495
98	77898
99	67232
99	122545
99	18715
99	77286
99	45405
99	42789
100	66011
100	50130
100	77773
100	11916
100	18496
100	13866
100	97442
101	115988
101	23609
101	74720
101	40989
101	14673
101	114369
101	68695
102	1987
102	109375
102	6323
102	116186
103	111241
103	7234
103	46691
103	76690
103	79771
103	50983
103	109464
104	75714
104	66180
104	5735
104	72568
104	108227
104	77266
104	10975
105	8203
106	114764
106	111661
106	8651
106	2557
106	33162
106	89482
106	5458
106	85767
107	120181
107	27362
107	67967
107	66079
107	16205
107	116789
107	14668
107	91753
107	57275
108	44304
108	20420
108	107810
108	73995
108	34095
108	64519
108	29881
108	74381
109	68452
109	84071
109	42682
109	5549
109	19602
109	68695
109	42844
109	28477
109	44764
110	47885
110	81202
110	82839
110	38427
110	117893
110	31065
110	85208
110	104116
111	11531
111	67834
111	93504
111	105972
111	6334
111	83778
111	26574
111	107359
112	88157
113	78206
113	72607
113	36923
113	69874
113	6450
113	56157
113	43217
113	80786
114	74504
114	28043
114	100330
114	6858
114	101392
114	97214
114	108632
115	75016
116	98184
116	13657
116	80562
116	61560
116	116172
116	27979
116	2058
117	24600
117	3444
117	107550
117	50178
117	55305
117	60997
117	109486
117	39347
118	101151
118	119258
118	23011
118	56645
118	59141
118	52071
118	69363
118	108027
118	48505
119	86952
119	113873
119	11349
120	8513
120	71140
120	4875
120	29503
120	93433
121	25320
121	105424
121	64942
121	68695
121	118409
121	92113
122	67117
122	13355
123	24952
123	88551
123	74730
124	108459
124	5771
124	60405
124	14654
124	21641
124	92284
124	70236
124	83181
124	9325
125	83778
125	16355
125	94748
125	94847
125	46274
125	22228
126	104814
127	665
127	110734
127	80523
127	114494
127	12270
127	6086
128	118532
128	123414
128	105955
128	114352
128	56099
128	78506
129	58515
129	34691
129	4237
129	113290
129	48139
129	65520
129	12784
130	690
130	46810
130	64127
130	20914
130	48005
130	101397
130	48318
131	61949
131	15015
131	98457
131	102923
131	100125
131	33143
132	94475
132	68065
132	84521
132	46515
132	101896
132	50551
132	773
132	11402
132	109318
133	66576
133	33480
133	43159
133	22213
133	23270
133	67446
133	113817
134	53223
135	22058
135	17551
135	117701
135	68243
136	78076
136	95607
136	4244
136	51667
136	91897
136	78212
136	108133
137	123264
137	40356
137	40137
137	10734
138	107018
138	5233
138	70957
138	94778
138	97173
139	23927
140	8480
140	75155
140	106970
140	105297
140	77290
140	98411
140	117585
141	66199
141	47670
141	111830
141	972
141	24022
141	34124
141	51782
141	106906
142	83017
142	66350
142	17375
142	17372
142	32428
142	20726
142	120127
143	10375
143	1958
144	100239
144	119410
144	84827
145	26331
145	114212
145	105161
145	32039
146	95109
146	27086
146	53549
146	94041
146	43256
146	30006
146	49603
147	77339
147	87904
148	111692
148	55189
148	6276
149	86753
149	118714
149	91992
149	10976
150	44097
150	17212
150	87061
150	72704
150	44099
150	122336
150	64846
150	18916
151	79159
152	83315
152	113968
152	94399
152	82957
152	113972
152	29086
152	20726
153	115152
153	115990
153	24787
153	62805
153	96562
153	64731
154	52947
154	46222
154	36155
154	110878
155	93996
156	65646
156	18483
156	47712
156	62791
156	13482
156	61043
156	116852
156	83734
157	71354
157	39955
157	122968
158	87343
159	93354
159	71257
159	159
159	107908
159	55837
159	37322
159	7678
160	43234
160	37178
160	49026
160	71049
160	77024
161	10189
161	76509
161	73257
161	13393
161	54904
161	67909
161	2065
161	45126
161	17224
162	49163
162	64330
162	15357
163	101716
163	31643
163	1372
163	110917
163	23991
164	19711
164	116701
164	77311
164	61116
164	72011
164	13393
164	66896
164	59337
165	112608
165	1421
165	56824
165	52024
165	8999
165	88930
165	120536
165	88037
165	109466
166	31350
167	94920
167	112572
167	94567
167	5344
167	86984
167	117619
167	53815
168	63445
168	102993
169	80827
169	98106
169	40007
169	83545
169	84587
169	85432
169	52030
169	17606
170	38815
170	110961
170	81362
170	39387
170	12981
171	120293
171	56345
171	14421
171	112893
171	34782
172	7802
172	28596
172	97321
172	92113
172	106447
172	103726
172	74381
172	54305
173	79416
173	107782
173	66778
173	54867
173	67863
174	11527
174	12831
174	102522
174	53857
174	70704
175	37810
175	51932
175	7090
175	23523
176	70959
176	105169
176	58735
176	83795
177	86688
177	65055
177	17874
177	77781
177	38732
177	26639
177	75837
177	75225
178	17314
178	111677
178	118338
178	3184
178	14575
179	61713
179	39166
179	115978
179	74381
179	67116
180	32928
180	73232
180	19998
180	75779
181	821
181	100876
181	31240
181	52752
181	69707
181	100428
181	111343
181	3385
182	20171
182	103348
182	77571
182	120850
182	35992
182	104196
182	50795
182	90487
182	37832
183	50945
184	5799
184	11948
184	77614
184	50902
184	27575
184	21715
184	10258
185	81807
185	116197
186	54615
186	84260
186	42647
186	85648
186	105296
186	63471
186	23957
187	44764
187	52887
187	78077
187	67201
187	22124
187	107008
187	116433
187	67649
188	54175
188	20398
188	106512
188	32982
188	118749
188	23464
188	56383
189	113219
189	15313
189	81418
190	97881
190	19017
191	8255
191	62895
191	86852
191	43806
191	49951
191	79033
192	98129
192	88
192	70918
192	31103
192	53248
193	17314
193	91384
193	96046
193	9875
194	114653
194	110524
194	43295
194	39387
194	51427
194	84520
194	121735
194	79
195	14706
195	115322
195	93761
196	122719
196	44587
196	82584
196	97684
196	110614
197	16626
197	41868
197	103081
197	109350
198	44158
198	18954
198	84586
198	79159
199	57095
199	12856
200	55542
200	17354
201	10110
201	47694
201	115493
201	83017
201	2274
202	113996
202	62892
202	59865
202	36552
202	115194
202	73970
202	95251
203	43711
204	13727
204	31093
204	23288
205	30491
205	82074
205	77128
205	46338
205	22034
205	4771
206	6325
206	10722
206	12975
206	27449
206	41305
207	84639
207	31201
207	52424
207	27510
208	67217
209	44945
209	52581
209	52892
209	64434
209	14670
209	58629
209	20834
209	114171
209	113696
210	98195
210	70369
210	20545
210	111210
210	92596
211	121721
211	106711
211	17314
212	94261
212	84825
212	81602
212	18954
212	16791
212	25816
212	57311
212	2142
213	93511
213	20155
213	90463
214	95446
214	38303
214	87560
214	83870
214	67687
214	55418
214	56265
215	65968
215	96553
215	63560
215	53815
215	85668
215	42919
215	79042
215	33727
216	105424
216	27630
216	34723
216	50092
216	99587
216	105229
216	8050
216	41037
216	79598
217	110319
218	104562
218	58856
218	37572
218	86825
218	45051
218	84558
218	106466
218	118618
219	52424
219	105251
219	44435
219	120853
219	293
219	70234
219	103563
219	112187
219	55671
220	41265
220	107776
220	92052
220	45098
220	7942
220	4569
220	3368
221	75743
221	78019
221	101597
221	96550
222	38882
222	3929
222	100893
222	96468
222	59067
222	39391
222	94677
222	105025
222	17104
223	113057
223	48085
223	5745
223	19826
223	6885
224	51057
225	119842
225	116625
225	11636
225	52435
225	94778
226	19248
226	52763
226	2763
226	50416
226	71467
226	10228
226	81482
226	5531
227	66686
227	64052
227	123272
227	3337
227	6524
227	69348
228	4785
228	33361
228	38707
228	65825
228	97502
228	38444
228	23286
229	100990
229	2177
229	94145
229	57447
229	19480
229	39
230	30941
230	87753
230	72677
230	97432
230	1435
230	84520
230	99587
230	33432
230	74550
231	47912
231	72743
231	8965
231	84681
231	31301
231	34470
231	11530
232	75874
232	51268
232	96958
232	110811
232	10351
232	54465
232	31972
233	87000
233	11305
233	26911
233	97881
233	14261
233	87546
234	82967
234	70306
234	59034
234	71038
234	94945
235	50759
235	39837
235	109906
235	26365
236	84994
236	45126
236	94248
236	54175
236	65264
236	64466
237	76066
237	4915
237	81162
237	93708
237	109588
237	104149
237	49922
237	94778
237	95898
238	121403
238	69692
238	76995
238	114842
239	109733
239	68740
239	30815
239	105297
239	66870
239	20101
239	59672
239	56071
240	18452
240	65817
240	7082
240	103956
240	77665
240	57569
240	79497
240	55190
240	93338
241	2989
241	15343
241	47010
241	104541
241	78031
242	106445
242	47098
242	15174
242	19554
243	2192
243	44827
244	15069
244	46239
244	46667
244	4754
244	22593
244	104336
244	75401
244	48256
244	108696
245	46589
245	53824
246	103726
246	92955
246	89694
246	50218
246	111335
246	3072
246	27575
246	53824
246	57846
247	111288
248	61872
248	35091
248	28596
248	17712
248	67896
248	111343
248	4391
248	114842
248	64072
249	120661
249	50469
250	42707
251	10982
251	68623
251	64613
251	104512
251	33172
251	88179
251	39937
251	113273
252	56931
252	89982
252	47473
252	59968
253	108511
253	66016
253	68920
253	21017
253	110328
254	45098
255	85438
255	67869
255	98055
256	56645
256	37825
256	6640
256	47984
256	111335
256	69493
256	3200
256	8149
256	113748
257	17172
257	33160
257	46982
257	83778
257	116236
257	87150
257	11831
257	58232
257	17088
258	9964
258	17522
258	43935
258	23435
258	35323
258	96768
258	59865
258	38991
258	6641
259	5148
259	4053
259	81011
259	17252
259	117708
259	58741
259	120872
259	23363
259	89743
260	18954
260	88106
260	41607
260	71315
260	88190
260	26574
260	29856
260	39741
260	20948
